/Display_name,/Product_code,/Version
librasqal3:amd64,,0.9.32-1build1
libraw1394-11:amd64,,2.1.2-1
libraw16:amd64,,0.18.8-1ubuntu0.3
librdf0:amd64,,1.0.17-1.1
libreadline7:amd64,,7.0-3
libreoffice-avmedia-backend-gstreamer,,1:6.0.7-0ubuntu0.18.04.10
libreoffice-base-core,,1:6.0.7-0ubuntu0.18.04.10
libreoffice-calc,,1:6.0.7-0ubuntu0.18.04.10
libreoffice-common,,1:6.0.7-0ubuntu0.18.04.10
libreoffice-core,,1:6.0.7-0ubuntu0.18.04.10
libreoffice-draw,,1:6.0.7-0ubuntu0.18.04.10
libreoffice-gnome,,1:6.0.7-0ubuntu0.18.04.10
libreoffice-gtk3,,1:6.0.7-0ubuntu0.18.04.10
libreoffice-help-en-us,,1:6.0.7-0ubuntu0.18.04.10
libreoffice-impress,,1:6.0.7-0ubuntu0.18.04.10
libreoffice-math,,1:6.0.7-0ubuntu0.18.04.10
libreoffice-ogltrans,,1:6.0.7-0ubuntu0.18.04.10
libreoffice-pdfimport,,1:6.0.7-0ubuntu0.18.04.10
libreoffice-style-breeze,,1:6.0.7-0ubuntu0.18.04.10
libreoffice-style-galaxy,,1:6.0.7-0ubuntu0.18.04.10
libreoffice-style-tango,,1:6.0.7-0ubuntu0.18.04.10
libreoffice-writer,,1:6.0.7-0ubuntu0.18.04.10
librest-0.7-0:amd64,,0.8.0-2
librevenge-0.0-0:amd64,,0.0.4-6ubuntu2
librhythmbox-core10:amd64,,3.4.2-4ubuntu1
libroken18-heimdal:amd64,,7.5.0+dfsg-1
librsvg2-2:amd64,,2.40.20-2ubuntu0.2
librsvg2-common:amd64,,2.40.20-2ubuntu0.2
librtmp1:amd64,,2.4+20151223.gitfa8646d.1-1
libruby2.5:amd64,,2.5.1-1ubuntu1
libsamplerate0:amd64,,0.1.9-1
libsane-common,,1.0.27-1~experimental3ubuntu2.3
libsane-hpaio:amd64,,3.17.10+repack0-5
libsane1:amd64,,1.0.27-1~experimental3ubuntu2.3
libsasl2-2:amd64,,2.1.27~101-g0780600+dfsg-3ubuntu2.3
libsasl2-modules:amd64,,2.1.27~101-g0780600+dfsg-3ubuntu2.3
libsasl2-modules-db:amd64,,2.1.27~101-g0780600+dfsg-3ubuntu2.3
libsbc1:amd64,,1.3-2
libsctp1:amd64,,1.0.17+dfsg-2
libseccomp2:amd64,,2.4.3-1ubuntu3.18.04.3
libsecret-1-0:amd64,,0.18.6-1
libsecret-common,,0.18.6-1
libselinux1:amd64,,2.7-2build2
libsemanage-common,,2.7-2build2
libsemanage1:amd64,,2.7-2build2
libsensors4:amd64,,1:3.4.0-4
libsepol1:amd64,,2.7-1
libservlet3.1-java,,8.5.30-1ubuntu1
libsgutils2-2,,1.42-2ubuntu1
libshout3:amd64,,2.4.1-2build1
libsigc++-2.0-0v5:amd64,,2.10.0-2
libslang2:amd64,,2.3.1a-3ubuntu1
libsm6:amd64,,2:1.2.2-1
libsmartcols1:amd64,,2.31.1-0.4ubuntu3.7
libsmbclient:amd64,,2:4.7.6+dfsg~ubuntu-0ubuntu2.23
libsmbios-c2,,2.4.1-1
libsnapd-glib1:amd64,,1.49-0ubuntu0.18.04.2
libsndfile1:amd64,,1.0.28-4ubuntu0.18.04.2
libsnmp-base,,5.7.3+dfsg-1.8ubuntu3.6
libsnmp30:amd64,,5.7.3+dfsg-1.8ubuntu3.6
libsocket6-perl,,0.27-1build2
libsodium23:amd64,,1.0.16-2
libsonic0:amd64,,0.2.0-6
libsoup-gnome2.4-1:amd64,,2.62.1-1ubuntu0.4
libsoup2.4-1:amd64,,2.62.1-1ubuntu0.4
libspectre1:amd64,,0.2.8-1
libspeechd2:amd64,,0.8.8-1ubuntu1
libspeex1:amd64,,1.2~rc1.2-1ubuntu2
libspeexdsp1:amd64,,1.2~rc1.2-1ubuntu2
libsqlite3-0:amd64,,3.22.0-1ubuntu0.4
libss2:amd64,,1.44.1-1ubuntu1.3
libssh-4:amd64,,0.8.0~20170825.94fa1e38-1ubuntu0.7
libssl-dev:amd64,,1.1.1-1ubuntu2.1~18.04.13
libssl1.0.0:amd64,,1.0.2n-1ubuntu5.7
libssl1.1:amd64,,1.1.1-1ubuntu2.1~18.04.13
libstartup-notification0:amd64,,0.12-5
libstdc++-7-dev:amd64,,7.5.0-3ubuntu1~18.04
libstdc++6:amd64,,8.4.0-1ubuntu1~18.04
libstemmer0d:amd64,,0+svn585-1build1
libstrongswan,,5.6.2-1ubuntu2
libstrongswan-standard-plugins,,5.6.2-1ubuntu2
libsub-name-perl,,0.21-1build1
libsuitesparseconfig5:amd64,,1:5.1.2-2
libsysmetrics1:amd64,,1.0.11
libsystemd0:amd64,,237-3ubuntu10.50
libtag1v5:amd64,,1.11.1+dfsg.1-0.2build2
libtag1v5-vanilla:amd64,,1.11.1+dfsg.1-0.2build2
libtalloc2:amd64,,2.1.10-2ubuntu1
libtasn1-6:amd64,,4.13-2
libtcl8.6:amd64,,8.6.8+dfsg-3
libtdb1:amd64,,1.3.15-2
libteamdctl0:amd64,,1.26-1
libtevent0:amd64,,0.9.34-1
libtext-charwidth-perl,,0.04-7.1
libtext-iconv-perl,,1.7-5build6
libtext-levenshtein-perl,,0.13-1
libtext-wrapi18n-perl,,0.06-7.1
libthai-data,,0.1.27-2
libthai0:amd64,,0.1.27-2
libtheora0:amd64,,1.1.1+dfsg.1-14
libtie-ixhash-perl,,1.23-2
libtiff5:amd64,,4.0.9-5ubuntu0.4
libtimedate-perl,,2.3000-2
libtinfo5:amd64,,6.1-1ubuntu1
libtk8.6:amd64,,8.6.8-4
libtotem-plparser-common,,3.26.0-1ubuntu2
libtotem-plparser18:amd64,,3.26.0-1ubuntu2
libtotem0:amd64,,3.26.0-0ubuntu6
libtracker-sparql-2.0-0:amd64,,2.0.3-1ubuntu4
libtry-tiny-perl,,0.30-1
libtsan0:amd64,,8.4.0-1ubuntu1~18.04
libtwolame0:amd64,,0.3.13-3
libtypes-serialiser-perl,,1.0-1
libu2f-udev,,1.1.4-1ubuntu0.1
libubsan0:amd64,,7.5.0-3ubuntu1~18.04
libudev1:amd64,,237-3ubuntu10.50
libudisks2-0:amd64,,2.7.6-3ubuntu0.2
libunistring2:amd64,,0.9.9-0ubuntu1
libunity-protocol-private0:amd64,,7.1.4+18.04.20180209.1-0ubuntu2
libunity-scopes-json-def-desktop,,7.1.4+18.04.20180209.1-0ubuntu2
libunity9:amd64,,7.1.4+18.04.20180209.1-0ubuntu2
libunwind8:amd64,,1.2.1-8
libupower-glib3:amd64,,0.99.7-2
liburi-perl,,1.73-1
libusb-1.0-0:amd64,,2:1.0.21-2
libusbmuxd4:amd64,,1.1.0~git20171206.c724e70f-0.1
libutempter0:amd64,,1.1.6-3
libuuid1:amd64,,2.31.1-0.4ubuntu3.7
libuv1:amd64,,1.18.0-3
libuv1-dev:amd64,,1.18.0-3
libv4l-0:amd64,,1.14.2-1
libv4lconvert0:amd64,,1.14.2-1
libvisio-0.1-1:amd64,,0.1.6-1build1
libvisual-0.4-0:amd64,,0.4.0-11
libvncclient1:amd64,,0.9.11+dfsg-1ubuntu1.4
libvolume-key1,,0.3.9-4
libvorbis0a:amd64,,1.3.5-4.2
libvorbisenc2:amd64,,1.3.5-4.2
libvorbisfile3:amd64,,1.3.5-4.2
libvpx5:amd64,,1.7.0-3ubuntu0.18.04.1
libvte-2.91-0:amd64,,0.52.1-1ubuntu1
libvte-2.91-common,,0.52.1-1ubuntu1
libvulkan1:amd64,,1.1.70+dfsg1-1ubuntu0.18.04.1
libwacom-bin,,0.29-1
libwacom-common,,0.29-1
libwacom2:amd64,,0.29-1
libwavpack1:amd64,,5.1.0-2ubuntu1.5
libwayland-client0:amd64,,1.16.0-1ubuntu1.1~18.04.3
libwayland-cursor0:amd64,,1.16.0-1ubuntu1.1~18.04.3
libwayland-egl1:amd64,,1.16.0-1ubuntu1.1~18.04.3
libwayland-egl1-mesa:amd64,,19.2.8-0ubuntu0~18.04.3
libwayland-server0:amd64,,1.16.0-1ubuntu1.1~18.04.3
libwbclient0:amd64,,2:4.7.6+dfsg~ubuntu-0ubuntu2.23
libwebkit2gtk-4.0-37:amd64,,2.32.4-0ubuntu0.18.04.1
libwebp6:amd64,,0.6.1-2ubuntu0.18.04.1
libwebpdemux2:amd64,,0.6.1-2ubuntu0.18.04.1
libwebpmux3:amd64,,0.6.1-2ubuntu0.18.04.1
libwebrtc-audio-processing1:amd64,,0.3-1
libwhoopsie-preferences0,,0.19
libwhoopsie0:amd64,,0.2.62ubuntu0.5
libwind0-heimdal:amd64,,7.5.0+dfsg-1
libwinpr-crt0.1:amd64,,1.1.0~git20140921.1.440916e+dfsg1-15ubuntu1.18.04.2
libwinpr-environment0.1:amd64,,1.1.0~git20140921.1.440916e+dfsg1-15ubuntu1.18.04.2
libwinpr-file0.1:amd64,,1.1.0~git20140921.1.440916e+dfsg1-15ubuntu1.18.04.2
libwinpr-handle0.1:amd64,,1.1.0~git20140921.1.440916e+dfsg1-15ubuntu1.18.04.2
libwinpr-heap0.1:amd64,,1.1.0~git20140921.1.440916e+dfsg1-15ubuntu1.18.04.2
libwinpr-interlocked0.1:amd64,,1.1.0~git20140921.1.440916e+dfsg1-15ubuntu1.18.04.2
libwinpr-library0.1:amd64,,1.1.0~git20140921.1.440916e+dfsg1-15ubuntu1.18.04.2
libwinpr-path0.1:amd64,,1.1.0~git20140921.1.440916e+dfsg1-15ubuntu1.18.04.2
libwinpr-synch0.1:amd64,,1.1.0~git20140921.1.440916e+dfsg1-15ubuntu1.18.04.2
libwinpr-sysinfo0.1:amd64,,1.1.0~git20140921.1.440916e+dfsg1-15ubuntu1.18.04.2
libwinpr-thread0.1:amd64,,1.1.0~git20140921.1.440916e+dfsg1-15ubuntu1.18.04.2
libwinpr-utils0.1:amd64,,1.1.0~git20140921.1.440916e+dfsg1-15ubuntu1.18.04.2
libwinpr2-2:amd64,,2.2.0+dfsg1-0ubuntu0.18.04.1
libwmf0.2-7:amd64,,0.2.8.4-12
libwmf0.2-7-gtk,,0.2.8.4-12
libwnck-3-0:amd64,,3.24.1-2
libwnck-3-common,,3.24.1-2
libwoff1:amd64,,1.0.2-1build0.1
libwpd-0.10-10:amd64,,0.10.2-2
libwpg-0.3-3:amd64,,0.3.1-3
libwps-0.4-4:amd64,,0.4.8-1
libwrap0:amd64,,7.6.q-27
libwww-perl,,6.31-1ubuntu0.1
libwww-robotrules-perl,,6.01-1
libx11-6:amd64,,2:1.6.4-3ubuntu0.4
libx11-data,,2:1.6.4-3ubuntu0.4
libx11-protocol-perl,,0.56-7
libx11-xcb1:amd64,,2:1.6.4-3ubuntu0.4
libxapian30:amd64,,1.4.5-1ubuntu0.1
libxatracker2:amd64,,18.0.0~rc5-1ubuntu1
libxau6:amd64,,1:1.0.8-1
libxaw7:amd64,,2:1.0.13-1
libxcb-dri2-0:amd64,,1.13-1
libxcb-dri3-0:amd64,,1.13-1
libxcb-glx0:amd64,,1.13-1
libxcb-icccm4:amd64,,0.4.1-1ubuntu1
libxcb-image0:amd64,,0.4.0-1build1
libxcb-keysyms1:amd64,,0.4.0-1
libxcb-present0:amd64,,1.13-1
libxcb-randr0:amd64,,1.13-1
libxcb-render-util0:amd64,,0.3.9-1
libxcb-render0:amd64,,1.13-1
libxcb-res0:amd64,,1.13-1
libxcb-shape0:amd64,,1.13-1
libxcb-shm0:amd64,,1.13-1
libxcb-sync1:amd64,,1.13-1
libxcb-util1:amd64,,0.4.0-0ubuntu3
libxcb-xfixes0:amd64,,1.13-1
libxcb-xkb1:amd64,,1.13-1
libxcb-xv0:amd64,,1.13-1
libxcb1:amd64,,1.13-1
libxcomposite1:amd64,,1:0.4.4-2
libxcursor1:amd64,,1:1.1.15-1
libxdamage1:amd64,,1:1.1.4-3
libxdmcp6:amd64,,1:1.1.2-3
libxext6:amd64,,2:1.3.3-1
libxfixes3:amd64,,1:5.0.3-1
libxfont2:amd64,,1:2.0.3-1
libxft2:amd64,,2.3.2-1
libxi6:amd64,,2:1.7.9-1
libxinerama1:amd64,,2:1.1.3-1
libxkbcommon-x11-0:amd64,,0.8.0-1
libxkbcommon0:amd64,,0.8.0-1
libxkbfile1:amd64,,1:1.0.9-2
libxklavier16:amd64,,5.4-3
libxml-libxml-perl,,2.0128+dfsg-5
libxml-namespacesupport-perl,,1.12-1
libxml-parser-perl,,2.44-2build3
libxml-sax-base-perl,,1.09-1
libxml-sax-expat-perl,,0.40-2
libxml-sax-perl,,0.99+dfsg-2ubuntu1
libxml-simple-perl,,2.24-1
libxml-twig-perl,,1:3.50-1
libxml-xpathengine-perl,,0.14-1
libxml2:amd64,,2.9.4+dfsg1-6.1ubuntu1.4
libxmlb1:amd64,,0.1.8-1~ubuntu18.04.2
libxmlsec1:amd64,,1.2.25-1build1
libxmlsec1-nss:amd64,,1.2.25-1build1
libxmlsec1-openssl:amd64,,1.2.25-1build1
libxmu6:amd64,,2:1.1.2-2
libxmuu1:amd64,,2:1.1.2-2
libxpm4:amd64,,1:3.5.12-1
libxpp3-java,,1.1.4c-3
libxrandr2:amd64,,2:1.5.1-1
libxrender1:amd64,,1:0.9.10-1
libxres1:amd64,,2:1.2.0-2
libxshmfence1:amd64,,1.3-1
libxslt1.1:amd64,,1.1.29-5ubuntu0.2
libxss1:amd64,,1:1.2.2-1
libxstream-java,,1.4.10-1
libxt6:amd64,,1:1.1.5-1
libxtables12:amd64,,1.6.1-2ubuntu2
libxtst6:amd64,,2:1.2.3-1
libxv1:amd64,,2:1.0.11-1
libxvmc1:amd64,,2:1.0.10-1
libxxf86dga1:amd64,,2:1.1.4-1
libxxf86vm1:amd64,,1:1.1.4-1
libyajl2:amd64,,2.1.0-2build1
libyaml-0-2:amd64,,0.1.7-2ubuntu3
libyaml-libyaml-perl,,0.69+repack-1
libyelp0:amd64,,3.26.0-1ubuntu2
libzeitgeist-2.0-0:amd64,,1.0-0.1ubuntu1
libzstd1:amd64,,1.3.3+dfsg-2ubuntu1.2
light-themes,,16.10+18.04.20180421.1-0ubuntu1
lintian,,2.5.81ubuntu1
linux-base,,4.5ubuntu1.2
linux-firmware,,1.173
linux-generic,,4.15.0.162.151
linux-headers-4.15.0-161,,4.15.0-161.169
linux-headers-4.15.0-161-generic,,4.15.0-161.169
linux-headers-4.15.0-162,,4.15.0-162.170
linux-headers-4.15.0-162-generic,,4.15.0-162.170
linux-headers-generic,,4.15.0.162.151
linux-image-4.15.0-111-generic,,4.15.0-111.112
linux-image-4.15.0-112-generic,,4.15.0-112.113
linux-image-4.15.0-115-generic,,4.15.0-115.116
linux-image-4.15.0-117-generic,,4.15.0-117.118
linux-image-4.15.0-147-generic,,4.15.0-147.151
linux-image-4.15.0-151-generic,,4.15.0-151.157
linux-image-4.15.0-153-generic,,4.15.0-153.160
linux-image-4.15.0-154-generic,,4.15.0-154.161
linux-image-4.15.0-156-generic,,4.15.0-156.163
linux-image-4.15.0-158-generic,,4.15.0-158.166
linux-image-4.15.0-159-generic,,4.15.0-159.167
linux-image-4.15.0-161-generic,,4.15.0-161.169
linux-image-4.15.0-162-generic,,4.15.0-162.170
linux-image-4.15.0-20-generic,,4.15.0-20.21
linux-image-generic,,4.15.0.162.151
linux-libc-dev:amd64,,4.15.0-162.170
linux-modules-4.15.0-111-generic,,4.15.0-111.112
linux-modules-4.15.0-112-generic,,4.15.0-112.113
linux-modules-4.15.0-115-generic,,4.15.0-115.116
linux-modules-4.15.0-117-generic,,4.15.0-117.118
linux-modules-4.15.0-147-generic,,4.15.0-147.151
linux-modules-4.15.0-151-generic,,4.15.0-151.157
linux-modules-4.15.0-153-generic,,4.15.0-153.160
linux-modules-4.15.0-154-generic,,4.15.0-154.161
linux-modules-4.15.0-156-generic,,4.15.0-156.163
linux-modules-4.15.0-158-generic,,4.15.0-158.166
linux-modules-4.15.0-159-generic,,4.15.0-159.167
linux-modules-4.15.0-161-generic,,4.15.0-161.169
linux-modules-4.15.0-162-generic,,4.15.0-162.170
linux-modules-4.15.0-20-generic,,4.15.0-20.21
linux-modules-extra-4.15.0-111-generic,,4.15.0-111.112
linux-modules-extra-4.15.0-112-generic,,4.15.0-112.113
linux-modules-extra-4.15.0-115-generic,,4.15.0-115.116
linux-modules-extra-4.15.0-117-generic,,4.15.0-117.118
linux-modules-extra-4.15.0-147-generic,,4.15.0-147.151
linux-modules-extra-4.15.0-151-generic,,4.15.0-151.157
linux-modules-extra-4.15.0-153-generic,,4.15.0-153.160
linux-modules-extra-4.15.0-154-generic,,4.15.0-154.161
linux-modules-extra-4.15.0-156-generic,,4.15.0-156.163
linux-modules-extra-4.15.0-158-generic,,4.15.0-158.166
linux-modules-extra-4.15.0-159-generic,,4.15.0-159.167
linux-modules-extra-4.15.0-161-generic,,4.15.0-161.169
linux-modules-extra-4.15.0-162-generic,,4.15.0-162.170
linux-modules-extra-4.15.0-20-generic,,4.15.0-20.21
linux-sound-base,,1.0.25+dfsg-0ubuntu5
linuxbrew-wrapper,,20170516-2
locales,,2.27-3ubuntu1.2
login,,1:4.5-1ubuntu1
logrotate,,3.11.0-0.1ubuntu1
lp-solve,,5.5.0.15-4build1
lsb-base,,9.20170808ubuntu1
lsb-release,,9.20170808ubuntu1
lshw,,02.18-0.1ubuntu6
lsof,,4.89+dfsg-0.1
ltrace,,0.7.3-6ubuntu1
make,,4.1-9.1ubuntu1
man-db,,2.8.3-2
manpages,,4.15-1
manpages-dev,,4.15-1
mawk,,1.3.3-17ubuntu3
media-player-info,,23-1
memtest86+,,5.01-3ubuntu2
mime-support,,3.60ubuntu1
mlocate,,0.26-2ubuntu3.1
mobile-broadband-provider-info,,20170903-1
modemmanager,,1.6.8-2ubuntu1
mount,,2.31.1-0.4ubuntu3.7
mousetweaks,,3.12.0-4
mscompress,,0.4-3build1
mtools,,4.0.18-2ubuntu1
mtr-tiny,,0.92-1
multiarch-support,,2.27-3ubuntu1.2
mutter,,3.28.1-1ubuntu1
mutter-common,,3.28.1-1ubuntu1
mysql-client,,5.7.36-0ubuntu0.18.04.1
mysql-client-5.7,,5.7.36-0ubuntu0.18.04.1
mysql-client-core-5.7,,5.7.36-0ubuntu0.18.04.1
mysql-common,,5.8+1.0.4
mysql-server,,5.7.36-0ubuntu0.18.04.1
mysql-server-5.7,,5.7.36-0ubuntu0.18.04.1
mysql-server-core-5.7,,5.7.36-0ubuntu0.18.04.1
mythes-en-us,,1:6.0.3-3
nano,,2.9.3-2
nautilus,,1:3.26.3-0ubuntu4
nautilus-data,,1:3.26.3-0ubuntu4
nautilus-extension-gnome-terminal,,3.28.1-1ubuntu1
nautilus-sendto,,3.8.6-2
nautilus-share,,0.7.3-2ubuntu3
ncurses-base,,6.1-1ubuntu1
ncurses-bin,,6.1-1ubuntu1
ncurses-term,,6.1-1ubuntu1.18.04
net-tools,,1.60+git20161116.90da8a0-1ubuntu1
netbase,,5.4
netcat-openbsd,,1.187-1
netpbm,,2:10.0-15.3build1
netplan.io,,0.36.1
network-manager,,1.10.6-2ubuntu1
network-manager-config-connectivity-ubuntu,,1.10.6-2ubuntu1
network-manager-gnome,,1.8.10-2ubuntu1
network-manager-l2tp,,1.2.8-2build1
network-manager-l2tp-gnome,,1.2.8-2build1
network-manager-pptp,,1.2.6-1
network-manager-pptp-gnome,,1.2.6-1
networkd-dispatcher,,1.7-0ubuntu3
nginx,,1.14.0-0ubuntu1
nginx-common,,1.14.0-0ubuntu1
nginx-core,,1.14.0-0ubuntu1
nodejs,,8.10.0~dfsg-2
nodejs-doc,,8.10.0~dfsg-2
notification-daemon,,3.20.0-3
nplan,,0.36.1
ntfs-3g,,1:2017.3.23-2ubuntu0.18.04.3
open-vm-tools,,2:10.2.0-3ubuntu3
open-vm-tools-desktop,,2:10.2.0-3ubuntu3
openjdk-11-jre:amd64,,11.0.11+9-0ubuntu2~18.04
openjdk-11-jre-headless:amd64,,11.0.11+9-0ubuntu2~18.04
openprinting-ppds,,20180306-1
openssh-client,,1:7.6p1-4ubuntu0.5
openssh-server,,1:7.6p1-4ubuntu0.5
openssh-sftp-server,,1:7.6p1-4ubuntu0.5
openssl,,1.1.1-1ubuntu2.1~18.04.13
openvpn,,2.4.4-2ubuntu1
orca,,3.28.0-3ubuntu1
os-prober,,1.74ubuntu1
p11-kit,,0.23.9-2ubuntu0.1
p11-kit-modules:amd64,,0.23.9-2ubuntu0.1
packagekit,,1.1.9-1ubuntu2.18.04.6
packagekit-tools,,1.1.9-1ubuntu2.18.04.6
parted,,3.2-20
passwd,,1:4.5-1ubuntu1
patch,,2.7.6-2ubuntu1.1
patchutils,,0.3.4-2
pciutils,,1:3.5.2-1ubuntu1
pcmciautils,,018-8build1
perl,,5.26.1-6ubuntu0.5
perl-base,,5.26.1-6ubuntu0.5
perl-modules-5.26,,5.26.1-6ubuntu0.5
perl-openssl-defaults:amd64,,3build1
pgadmin4,,6.2
pgadmin4-desktop,,6.2
pgadmin4-server,,6.2
pgadmin4-web,,6.2
pgdg-keyring,,2018.2
pigz,,2.4-1
pinentry-curses,,1.1.0-1
pinentry-gnome3,,1.1.0-1
plymouth,,0.9.3-1ubuntu7
plymouth-label,,0.9.3-1ubuntu7
plymouth-theme-ubuntu-logo,,0.9.3-1ubuntu7
plymouth-theme-ubuntu-text,,0.9.3-1ubuntu7
policykit-1,,0.105-20ubuntu0.18.04.5
policykit-desktop-privileges,,0.20ubuntu18.04.1
poppler-data,,0.4.8-2
poppler-utils,,0.62.0-2ubuntu2.12
popularity-contest,,1.66ubuntu1
postgresql,,13+226.pgdg18.04+1
postgresql-13,,13.4-1.pgdg18.04+1
postgresql-client-13,,13.4-1.pgdg18.04+1
postgresql-client-common,,226.pgdg18.04+1
postgresql-common,,226.pgdg18.04+1
powermgmt-base,,1.33
ppp,,2.4.7-2+2ubuntu1.3
pppconfig,,2.3.23
pppoeconf,,1.21ubuntu1
pptp-linux,,1.9.0+ds-2
printer-driver-brlaser,,4-1
printer-driver-c2esp,,27-4
printer-driver-foo2zjs,,20170320dfsg0-4
printer-driver-foo2zjs-common,,20170320dfsg0-4
printer-driver-gutenprint,,5.2.13-2
printer-driver-hpcups,,3.17.10+repack0-5
printer-driver-m2300w,,0.51-13
printer-driver-min12xxw,,0.0.9-10
printer-driver-pnm2ppa,,1.13+nondbs-0ubuntu6
printer-driver-postscript-hp,,3.17.10+repack0-5
printer-driver-ptouch,,1.4.2-3
printer-driver-pxljr,,1.4+repack0-5
printer-driver-sag-gdi,,0.1-5
printer-driver-splix,,2.0.0+svn315-6fakesync1
procps,,2:3.3.12-3ubuntu1
psmisc,,23.1-1
publicsuffix,,20180223.1310-1
pulseaudio,,1:11.1-1ubuntu7.11
pulseaudio-module-bluetooth,,1:11.1-1ubuntu7.11
pulseaudio-utils,,1:11.1-1ubuntu7.11
python,,2.7.15~rc1-1
python-all,,2.7.15~rc1-1
python-all-dev,,2.7.15~rc1-1
python-apt-common,,1.6.5ubuntu0.5
python-asn1crypto,,0.24.0-1
python-babel-localedata,,2.4.0+dfsg.1-2ubuntu1.1
python-backports.ssl-match-hostname,,3.5.0.1-1
python-cached-property,,1.3.1-1
python-certifi,,2018.1.18-2
python-cffi-backend,,1.11.5-1
python-chardet,,3.0.4-1
python-crypto,,2.6.1-8ubuntu2
python-cryptography,,2.1.4-1ubuntu1.4
python-dbus,,1.2.6-1
python-dev,,2.7.15~rc1-1
python-docker,,2.5.1-1
python-dockerpty,,0.4.1-1
python-dockerpycreds,,0.2.1-1
python-docopt,,0.6.2-1build1
python-enum34,,1.1.6-2
python-funcsigs,,1.0.2-4
python-functools32,,3.2.3.2-3
python-gi,,3.26.1-2ubuntu1
python-idna,,2.6-1
python-ipaddress,,1.0.17-1
python-jsonschema,,2.6.0-2
python-keyring,,10.6.0-1
python-keyrings.alt,,3.0-1
python-minimal,,2.7.15~rc1-1
python-mock,,2.0.0-3
python-openssl,,17.5.0-1ubuntu1
python-pbr,,3.1.1-3ubuntu3
python-pip,,9.0.1-2.3~ubuntu1.18.04.5
python-pip-whl,,9.0.1-2.3~ubuntu1.18.04.5
python-pkg-resources,,39.0.1-2
python-pygments,,2.2.0+dfsg-1ubuntu0.2
python-requests,,2.18.4-2
python-secretstorage,,2.3.1-2
python-setuptools,,39.0.1-2
python-six,,1.11.0-2
python-talloc,,2.1.10-2ubuntu1
python-texttable,,0.9.1-1
python-urllib3,,1.22-1
python-websocket,,0.44.0-0ubuntu2
python-wheel,,0.30.0-0.2
python-xdg,,0.25-4ubuntu1.1
python-yaml,,3.12-1build2
python2.7,,2.7.17-1~18.04ubuntu1.6
python2.7-dev,,2.7.17-1~18.04ubuntu1.6
python2.7-minimal,,2.7.17-1~18.04ubuntu1.6
python3,,3.6.7-1~18.04
python3-alabaster,,0.7.8-1
python3-apport,,2.20.9-0ubuntu7.27
python3-apt,,1.6.5ubuntu0.5
python3-aptdaemon,,1.1.1+bzr982-0ubuntu19.5
python3-aptdaemon.gtk3widgets,,1.1.1+bzr982-0ubuntu19.5
python3-asn1crypto,,0.24.0-1
python3-babel,,2.4.0+dfsg.1-2ubuntu1.1
python3-brlapi,,5.5-4ubuntu2
python3-cairo:amd64,,1.16.2-1
python3-certifi,,2018.1.18-2
python3-cffi-backend,,1.11.5-1
python3-chardet,,3.0.4-1
python3-click,,6.7-3
python3-colorama,,0.3.7-1
python3-commandnotfound,,18.04.4
python3-crypto,,2.6.1-8ubuntu2
python3-cryptography,,2.1.4-1ubuntu1.4
python3-cups,,1.9.73-2
python3-cupshelpers,,1.5.11-1ubuntu2
python3-dateutil,,2.6.1-1
python3-dbus,,1.2.6-1
python3-debconf,,1.5.66
python3-debian,,0.1.32
python3-defer,,1.0.6-2build1
python3-dev,,3.6.7-1~18.04
python3-distro-info,,0.18ubuntu0.18.04.1
python3-distupgrade,,1:18.04.17
python3-distutils,,3.6.9-1~18.04
python3-docopt,,0.6.2-1build1
python3-docutils,,0.14+dfsg-3
python3-feedparser,,5.2.1-1
python3-gdbm:amd64,,3.6.5-3
python3-gi,,3.26.1-2
python3-gi-cairo,,3.26.1-2
python3-httplib2,,0.9.2+dfsg-1ubuntu0.2
python3-idna,,2.6-1
python3-imagesize,,0.7.1-1
python3-jinja2,,2.10-1ubuntu0.18.04.1
python3-keyring,,10.6.0-1
python3-keyrings.alt,,3.0-1
python3-launchpadlib,,1.10.6-1
python3-lazr.restfulclient,,0.13.5-1
python3-lazr.uri,,1.0.3-2build1
python3-lib2to3,,3.6.9-1~18.04
python3-louis,,3.5.0-1ubuntu0.3
python3-macaroonbakery,,1.1.3-1
python3-mako,,1.0.7+ds1-1
python3-markupsafe,,1.0-1build1
python3-minimal,,3.6.7-1~18.04
python3-nacl,,1.1.2-1build1
python3-numpydoc,,0.7.0-1
python3-oauth,,1.0.1-5
python3-olefile,,0.45.1-1
python3-pexpect,,4.2.1-1
python3-pil:amd64,,5.1.0-1ubuntu0.6
python3-pip,,9.0.1-2.3~ubuntu1.18.04.5
python3-pkg-resources,,39.0.1-2
python3-ply,,3.11-1
python3-problem-report,,2.20.9-0ubuntu7.27
python3-prompt-toolkit,,1.0.15-1
python3-protobuf,,3.0.0-9.1ubuntu1
python3-ptyprocess,,0.5.2-1
python3-pyatspi,,2.26.0+dfsg-1
python3-pygments,,2.2.0+dfsg-1ubuntu0.2
python3-pymacaroons,,0.13.0-1
python3-renderpm:amd64,,3.4.0-3ubuntu0.1
python3-reportlab,,3.4.0-3ubuntu0.1
python3-reportlab-accel:amd64,,3.4.0-3ubuntu0.1
python3-requests,,2.18.4-2ubuntu0.1
python3-requests-unixsocket,,0.1.5-3
python3-rfc3339,,1.0-4
python3-roman,,2.0.0-3
python3-secretstorage,,2.3.1-2
python3-setproctitle:amd64,,1.1.10-1build2
